wmo,cycle,lat,lon,rel_delta
6990671,5,-15.777,-13.76600000000002,0.418021750028702
6990687,1,30.159,-71.452,0.4468664426170465
6990687,2,30.215,-71.67899999999997,0.5117831854341712
6990687,3,30.165,-72.18599999999998,0.48123808824294295
6990687,5,30.162,-73.02999999999997,0.34680594735056613
6990687,7,30.328,-73.87599999999998,-0.25121669124868967
7901095,24,-0.475,142.7,0.5798580190389712
7901095,35,0.102,147.074,0.6968527518305047
7901095,39,1.469,148.747,0.19000636598899073
7901095,54,0.436,146.01800000000003,0.45441590887720357
7901097,39,8.466,174.098,0.0024988856935422923
7901097,49,7.229,170.56100000000004,0.5366856817111019
7901097,52,7.441,169.512,0.5500081531588724
7901097,54,8.179,168.752,0.44116377134735096
7901098,20,8.111,-169.667,0.8510757615884408
7901098,25,7.479,-174.085,0.7824339714391936
7901098,30,7.728,-175.266,0.7795139399749821
7901098,34,7.148,-174.136,0.6098898822027332
7901098,35,6.911,-173.199,0.4172314095586072
7901098,37,7.452,-171.889,0.638958366541567
7901098,38,7.052,-170.971,0.8095147169857884
7901098,39,6.626,-170.044,0.9069673010392242
7901098,40,7.044,-169.523,0.7162740670146464
7901098,45,7.707,-167.486,-0.06072563742284678
7901098,48,7.86,-168.532,0.5492913056235198
7901098,49,7.871,-168.91,-0.6318211609583123
7901098,50,7.751,-169.545,0.2111072880066716
7901098,51,7.655,-170.205,0.5166947326805112
7901098,52,7.64,-170.684,0.4771863271042065
7901103,25,-49.784,-47.95600000000002,0.06952243097544883
7901103,26,-50.276,-47.22500000000002,0.6278811982678173
7901107,21,-41.871,129.45299999999997,0.41320905558263293
7901109,2,10.126,-89.85300000000001,0.07212211381021837
7902101,14,2.682,-93.235,0.6477175728174421
7902101,20,2.892,-94.48399999999998,0.14993166798721186
7902101,25,2.441,-93.62,0.3730886559200655
7902101,26,2.727,-93.961,0.808379059588372
7902102,14,-1.181,-94.978,0.3146466600461748
7902102,22,-0.801,-95.176,-0.14341060728300975
7902102,23,-1.39,-94.41199999999998,-53.94708193660074
7902102,24,-1.456,-93.98000000000002,0.5481388795994776
7902102,25,-1.963,-93.49400000000004,0.45959093163016373
7902104,20,11.97,-106.077,0.3739727289867194
7902104,21,11.817,-106.022,0.30578905178203725
7902104,22,11.52,-106.082,-0.051566910158321266
7902104,23,11.573,-106.15,0.43394666279569044
7902104,24,11.65,-106.149,0.22776599284004542
7902104,26,11.167,-105.802,0.4776314928694261
7902111,1,40.058,-139.965,0.8710264384366813
7902111,2,40.064,-139.954,0.8886412215084031
7902111,20,40.289,-140.301,0.904857140512894
7902111,21,40.382,-140.267,0.6303889090828759
7902111,28,40.553,-139.448,0.9997702640048669
7902112,10,40.505,-149.605,-0.41755759033797757
7902112,18,40.636,-149.236,0.5552872093327134
7902136,1,4.005,-139.453,0.364604844285671
7902136,7,3.947,-136.715,-4.333155603888779
7902136,8,3.748,-136.272,0.6617491886289718
7902136,9,3.925,-135.766,0.5606816182683859
7902136,10,4.085,-135.307,0.848517489232291
7902136,13,3.838,-134.27,0.4342795529793005
7902226,3,27.225,-46.02199999999999,0.830630221642079
7902226,4,27.479,-46.221000000000004,0.49852607245694247
7902226,5,27.563,-46.293000000000006,0.3066558263629213
7902226,8,26.949,-46.99400000000003,-6.480255139369585
