wmo,cycle,rrs700,wl_selected_nm,granule,dist_km,lat,lon,source_file
1902495,21,0.0002560000866651535,699.0,ExpBricaud,241.6297311166732,-21.37198543548584,-1.4389678835868835,Argo_1902495_021_fits.npz
1902495,33,7.200054824352264e-05,699.0,ExpBricaud,5.86920685190853,-19.209585189819336,-1.9099600911140442,Argo_1902495_033_fits.npz
1902495,37,0.00011999905109405518,699.0,ExpBricaud,1.8802242187850982,-17.231645584106445,-1.8450431823730469,Argo_1902495_037_fits.npz
1902495,41,8.00006091594696e-06,699.0,ExpBricaud,5.888579153407778,-19.068678855895996,-2.625612497329712,Argo_1902495_041_fits.npz
1902496,11,0.0002009999006986618,699.0,ExpBricaud,172.35811924897953,-14.69036865234375,-2.07098388671875,Argo_1902496_011_fits.npz
1902496,22,0.00014699995517730713,699.0,ExpBricaud,41.7098284941043,-16.023300170898438,-2.433226704597473,Argo_1902496_022_fits.npz
1902496,34,0.0001560002565383911,699.0,ExpBricaud,13.853750050055567,-15.47928524017334,-1.6676074266433716,Argo_1902496_034_fits.npz
1902496,36,-0.00010199844837188721,699.0,ExpBricaud,14.423415945126667,-15.360708713531494,-1.349954903125763,Argo_1902496_036_fits.npz
1902496,40,4.5999884605407715e-05,699.0,ExpBricaud,1.5705033630984953,-15.881836891174316,-1.004491925239563,Argo_1902496_040_fits.npz
1902497,5,2.400018274784088e-05,699.0,ExpBricaud,2.0713890066131815,-12.117482662200928,1.5318793058395386,Argo_1902497_005_fits.npz
1902497,6,3.100000321865082e-05,699.0,ExpBricaud,52.645567178239176,-12.695242881774902,2.026922345161438,Argo_1902497_006_fits.npz
1902497,41,4.999339580535889e-06,699.0,ExpBricaud,3.0125520659763954,-11.626366138458252,-2.127893805503845,Argo_1902497_041_fits.npz
1902499,17,-1.6998499631881714e-05,699.0,ExpBricaud,6.376442165988654,-3.9702529907226562,-5.274764537811279,Argo_1902499_017_fits.npz
1902500,10,8.600018918514252e-05,699.0,ExpBricaud,32.70057650742454,-23.30190372467041,-0.8994011282920837,Argo_1902500_010_fits.npz
1902500,12,0.00033999979496002197,699.0,ExpBricaud,64.96096518034199,-24.16282367706299,-0.9269027411937714,Argo_1902500_012_fits.npz
1902500,14,7.0016831159591675e-06,699.0,ExpBricaud,45.81676151655489,-23.423956871032715,-1.3545101284980774,Argo_1902500_014_fits.npz
1902500,33,-2.6999041438102722e-05,699.0,ExpBricaud,12.898667260660094,-21.510106086730957,-2.160959839820862,Argo_1902500_033_fits.npz
1902500,35,0.0001290012151002884,699.0,ExpBricaud,9.36478217484948,-20.85566520690918,-2.436802864074707,Argo_1902500_035_fits.npz
1902500,36,7.300078868865967e-05,699.0,ExpBricaud,2.000512864246014,-21.000956535339355,-2.0268784761428833,Argo_1902500_036_fits.npz
1902500,37,-5.3998082876205444e-05,699.0,ExpBricaud,3.072074130356203,-21.12452220916748,-1.3350436091423035,Argo_1902500_037_fits.npz
1902500,39,0.0003009997308254242,699.0,ExpBricaud,17.97770551014623,-20.99810218811035,0.25451597571372986,Argo_1902500_039_fits.npz
1902500,41,3.8001686334609985e-05,699.0,ExpBricaud,1.433500160835254,-21.325968742370605,1.2002899050712585,Argo_1902500_041_fits.npz
1902501,29,4.200078547000885e-05,699.0,ExpBricaud,123.59962264739777,-6.263009309768677,-92.07879257202148,Argo_1902501_029_fits.npz
1902644,16,0.0004259999841451645,699.0,ExpBricaud,129.42598332741443,-20.372650146484375,-73.74988174438477,Argo_1902644_016_fits.npz
1902644,17,0.0001950003206729889,699.0,ExpBricaud,83.83773929416778,-19.830159187316895,-73.24750900268555,Argo_1902644_017_fits.npz
1902644,19,0.0003960002213716507,699.0,ExpBricaud,206.0131665505422,-17.923081398010254,-71.2646598815918,Argo_1902644_019_fits.npz
