idx,bbp,bbp_sig,beta,beta_sig,aph,aph_sig,adg,adg_sig,Sdg,Sdg_sig,true_bbp,true_aph,true_adg
325,0.0012207936604028014,6.695733305874581e-05,1.3569862842559814,0.5757775902748108,0.005773159738352429,0.0010934134614435263,0.025898310127139005,0.002542235372696388,0.010324209928512573,0.0004152199253439903,0.0012708100257441401,0.011377999559044838,0.01536799967288971
326,0.0008839483071596669,9.020557001537984e-05,0.7298617362976074,0.6607061475515366,0.00021243236217039489,0.0009656625740300495,0.058687856831588434,0.00469608901988202,0.011758698150515556,0.0012495266273617744,0.0007406100048683584,0.013810000382363796,0.04155299812555313
327,0.0016422420715286185,9.077508678495181e-05,0.9271574020385742,0.6743199527263641,0.003100494732482471,0.0016012780360392146,0.051907057675401796,0.005500673562762289,0.010657915845513344,0.0006949342787265778,0.0015053099486976862,0.01750200055539608,0.027685999870300293
328,0.0013485752443144104,8.712215444016413e-05,1.1407647132873535,0.6793786883354187,0.007191376064691676,0.0013382366599630482,0.05845449694522835,0.006604550519918442,0.010696831159293652,0.0007379814051091671,0.0015141100157052279,0.02459299936890602,0.03019299916923046
329,0.0018102869126693968,0.00014574449311670107,0.9044119119644165,0.6859328299760818,0.006758965623153347,0.0015108339783709767,0.15258833366678615,0.019656983827809962,0.013783928006887436,0.0015097036957740784,0.001954510109499097,0.025614000856876373,0.11247499287128448
330,0.0008365304908873419,0.00012036245098740692,1.0539703369140625,0.7132091671228409,0.009790699746004716,0.0013473254664450006,0.1209317985914589,0.014743853594609377,0.011466650292277336,0.001335012260824442,0.000614809978287667,0.03788600116968155,0.06155399978160858
331,0.0022286568436856377,0.0001411777669783011,1.5047268867492676,0.515679121017456,0.004122240117533863,0.0016652594410969557,0.12030137422584745,0.013111286246717,0.012010819278657436,0.0010821754112839699,0.0022265100851655006,0.021090000867843628,0.08633799850940704
332,0.0010081900877269695,6.389580927741159e-05,1.564835548400879,0.4643462598323822,0.0025739773167192817,0.0011461488729569104,0.02658608350991919,0.0021357450691128366,0.010660935193300247,0.0007529431022703648,0.0008590099751017988,0.00802099984139204,0.015564000234007835
333,0.002118985602915739,0.00018137397098535286,1.5138131380081177,0.5503973364830017,0.015475359989743058,0.001410670399611346,0.2272705918535975,0.0336513092215342,0.012412500567734241,0.001367401797324419,0.002714910078793764,0.07080300152301788,0.12946000695228577
334,0.004100315618215708,0.0002344525575416266,1.313277244567871,0.6200317144393921,0.014255693893102488,0.0017223031193492845,0.40346893858729804,0.07087024797259203,0.014204737730324268,0.0010810722596943378,0.004706710111349821,0.08022399991750717,0.15051600337028503
335,0.0036575415471580696,0.00023511218907945196,0.728141188621521,0.6514803171157837,0.016838497586503264,0.0017019114168988865,0.4624789406978973,0.08591448354739228,0.01545295212417841,0.001295989379286766,0.004393110051751137,0.10181000083684921,0.29987800121307373
336,0.0019021370299751117,0.000235854105870001,0.8994532823562622,0.7170296758413315,0.017675110470371982,0.0015446283260702742,0.4345075520881223,0.09148244452670326,0.012791255488991737,0.0018599322065711021,0.0018871099455282092,0.11653999984264374,0.1934180110692978
337,0.002179840326286105,0.00018182461770577924,1.10540771484375,0.6981745064258575,0.019942628328315462,0.0015405571645049874,0.8163960743798925,0.1550247217619123,0.01866641826927662,0.0012678597122430801,0.0025210101157426834,0.12991000711917877,0.26215797662734985
338,0.000328236740286789,3.9796428438806523e-05,1.4839372634887695,0.536095529794693,0.002242031589895716,0.0005141229779605412,0.0038871074931532655,0.00038743302405998097,0.01323626283556223,0.003193172160536051,0.0001242199941771105,0.001623000018298626,0.0021329999435693026
339,0.0006029453739969046,5.760161662923921e-05,1.2091195583343506,0.644770935177803,4.004634683147057e-05,0.0002472544712659257,0.015101245760817304,0.0009064660647058508,0.01147475652396679,0.0011883331462740898,0.0003533400013111532,0.001979999942705035,0.010763999074697495
340,0.0004890872797736277,5.37318092840669e-05,0.8915528059005737,0.6897585839033127,0.0028628890267582627,0.0008305966066440753,0.013461923481031604,0.0010054568906210423,0.010665873065590858,0.0008321702480316162,0.00033799000084400177,0.004025000147521496,0.009437000378966331
341,0.000912695097883695,6.495320370019031e-05,1.2962183952331543,0.6138472557067871,0.0013718449259830022,0.001247624614987295,0.022531525365871743,0.0017968542898788784,0.010620206594467163,0.0007949662394821644,0.0007265100139193237,0.005140000022947788,0.01577099971473217
342,0.0012445290413023889,7.869647341685407e-05,0.5783098936080933,0.5360608100891113,0.0035790100074984967,0.0012159603832174487,0.025840055025738884,0.0021251075951282655,0.01120101846754551,0.0011490732431411743,0.0011441099923104048,0.008469999767839909,0.018410000950098038
343,0.0023061756872510496,0.00016939498917772932,1.367838740348816,0.6105896234512329,0.008064582306794185,0.0015121618147957891,0.17748902162129288,0.024437053604327755,0.012192852795124054,0.0012266961857676506,0.002507210010662675,0.03380800038576126,0.12551100552082062
344,0.0011092797482437906,7.858820305947395e-05,0.7736411094665527,0.6457964852452278,0.001883306218471886,0.0015397117837271654,0.024621317462045076,0.002060947066359042,0.011035074479877949,0.0011833161115646362,0.0009819100378081203,0.009158999659121037,0.01575300097465515
345,0.0012868829057398438,7.793262188870022e-05,1.3112884759902954,0.5901296734809875,0.003773580476617226,0.0012677931232836523,0.02918420403254853,0.002708312775285264,0.011082655750215054,0.0010621240362524986,0.001267510000616312,0.010122999548912048,0.017462000250816345
346,0.0009217207636132502,7.455148086525881e-05,0.8898046016693115,0.7027321010828018,0.0028044108861600193,0.001442391721963855,0.03644601400869967,0.0031622568523020436,0.010621834546327591,0.0007273126393556595,0.0008523099822923541,0.011838000267744064,0.023065000772476196
347,0.0014340561061246954,8.157241424224893e-05,1.2881392240524292,0.6200874745845795,0.0038102762088671215,0.001368932635613024,0.04508074693390144,0.004567618886395147,0.010649668984115124,0.0006851134821772575,0.0013285099994391203,0.012741000391542912,0.025906000286340714
348,0.001486154859614454,9.918968544736582e-05,1.255215048789978,0.6625121831893921,0.0029737683349380845,0.001872849411218052,0.08003855003989985,0.00874240897919213,0.010647141374647617,0.0006942837499082088,0.001363310031592846,0.02459299936890602,0.03878900036215782
349,0.0017933535799366602,9.591737894762723e-05,1.6231731176376343,0.44791722297668457,0.004403873437491979,0.0014313590127525842,0.08038296164381335,0.008035582965829222,0.01033642329275608,0.0003989259712398052,0.0018046100158244371,0.0253090001642704,0.04261799901723862
350,0.0037139181223499475,0.0001890871039005777,1.0977224111557007,0.65645432472229,0.018292821752976286,0.0016484007960545638,0.3443849527496061,0.058081141540969855,0.016185356304049492,0.0011958503164350986,0.0044530099257826805,0.08260100334882736,0.16508899629116058
351,0.003843655479915599,0.00024094970676584752,0.888751745223999,0.6870735138654709,0.025859844487613134,0.0017481880873454533,0.5641063424174718,0.11615243932678146,0.01613362319767475,0.0013892562128603458,0.0044471099972724915,0.13242000341415405,0.1798730045557022
352,0.0005919015267887576,5.714556647273735e-05,0.5124538540840149,0.5515081994235516,0.0007730845355743162,0.000939228927627597,0.016212253919956995,0.0010350819474189837,0.010601217858493328,0.0008245902135968208,0.0004677099932450801,0.0021989999804645777,0.012761999852955341
353,0.0004029793421020893,4.7625422729616644e-05,1.164103388786316,0.6585999578237534,0.0037476463550074543,0.0006581024635378529,0.00520315056841055,0.0005342917171888592,0.01261182501912117,0.0028932960703969,0.00018730999727267772,0.0025480000767856836,0.003421999979764223
354,0.002097866367878693,9.741467630631313e-05,1.563439965248108,0.5083169937133789,0.006295324838619753,0.0013743961280829786,0.082328279545401,0.009480510165172158,0.010304082185029984,0.0003681541420519352,0.0024039100389927626,0.02459299936890602,0.04917299747467041
355,0.0005157319532250229,5.536346663852053e-05,0.6946644186973572,0.6307762265205383,0.0030430562778103114,0.0007860663214846403,0.00870741875613587,0.0007216042356996228,0.011489531956613064,0.0018568644300103188,0.00019966000400017947,0.003003000048920512,0.005477000027894974
356,0.0005999835631037778,5.3794816690664444e-05,1.565729022026062,0.48033758997917175,0.004246400983944018,0.0009736594848585548,0.013647554168406763,0.0011292322958431408,0.011634020134806633,0.0016886955127120018,0.0005436100182123482,0.0048859999515116215,0.009376000612974167
357,0.0009177546487113774,6.533687669209223e-05,0.7125332355499268,0.61455487459898,0.0035313284104207094,0.0008600183278019502,0.014109924461078189,0.0011213306749165274,0.010531069710850716,0.0006913691759109497,0.0009790100157260895,0.006279999855905771,0.010015999898314476
358,0.0009385850261836839,8.110295180998955e-05,1.3354781866073608,0.6022906005382538,0.0005473237515675762,0.0011927290166328375,0.040757076796789526,0.0031173095760182803,0.014114721678197384,0.0015127132646739483,0.0008685099892318249,0.006845000199973583,0.03303400054574013
359,0.0013005738779046465,7.705245375676576e-05,1.2958394289016724,0.6214083731174469,0.0032612142806451947,0.0013782513723547152,0.03843209222550632,0.0036804276265834206,0.010545656085014343,0.0006238119676709175,0.001295309979468584,0.008255000226199627,0.02780500054359436
360,0.000906811269319667,6.632780185642368e-05,1.3996340036392212,0.6043152809143066,4.09063431364856e-05,0.00026210250053593215,0.03930337549977455,0.003070812141374085,0.010439813137054443,0.0005029458552598953,0.0007245099986903369,0.009336000308394432,0.026305999606847763
361,0.0007178856293512798,6.095195712927661e-05,1.2109100818634033,0.653810665011406,0.005319468299138643,0.0010243448819413328,0.01941138363462564,0.001677576389352297,0.010752442292869091,0.0008833636529743671,0.0005615099798887968,0.010122999548912048,0.00919399969279766
362,0.0013031818307925836,9.019572694661992e-05,1.4814221858978271,0.5301238298416138,0.002481545389921014,0.0018094058214994675,0.04992477281379499,0.0044605933016653755,0.011275616474449635,0.0010333163663744926,0.0013110099826008081,0.01184799987822771,0.03415600210428238
363,0.001337255109078819,7.60811113295224e-05,1.469768762588501,0.5487218499183655,0.003142138214253184,0.0013998456509497449,0.047894978622248584,0.0045910499128848335,0.01036059856414795,0.0004336773417890072,0.0012979099992662668,0.01321799959987402,0.02880699932575226
364,0.0006165022063022241,8.018652940663864e-05,0.8668525218963623,0.7069718390703201,0.004905293600107319,0.0013033564390482419,0.044251709407858525,0.003685235758470507,0.011320888996124268,0.0012239315547049046,0.0004315100086387247,0.014510000124573708,0.025852998718619347
365,0.0021942768821335123,9.219645792301711e-05,1.6237514019012451,0.3652105927467346,0.00495008325155069,0.0012686065928930739,0.04000765064797676,0.0034616940025895895,0.011236732825636864,0.0009357207454741001,0.00225471006706357,0.018185999244451523,0.018410999327898026
366,0.001750580886278377,7.537457079010042e-05,1.1742212772369385,0.6338676363229752,0.004786362093656646,0.0011909625874181665,0.037981038592474155,0.0044415514874675925,0.010224897414445877,0.0002827979624271393,0.001914010033942759,0.01760300062596798,0.01811699941754341
