wmo,profile,file,bbp700_top20m_median,n_values_used
3902343,18,3902343QC.nc,0.000401,9
3902343,4,3902343QC.nc,0.000322,9
3902344,18,3902344QC.nc,0.000487,9
3902344,12,3902344QC.nc,0.000439,9
3902344,25,3902344QC.nc,0.000524,9
3902345,12,3902345QC.nc,0.000435,9
3902345,21,3902345QC.nc,0.000412,9
3902345,2,3902345QC.nc,0.000388,9
3902345,25,3902345QC.nc,0.000457,9
3902345,6,3902345QC.nc,0.000424,9
3902345,24,3902345QC.nc,0.000417,9
3902345,10,3902345QC.nc,0.000412,9
3902345,9,3902345QC.nc,0.000407,9
3902345,4,3902345QC.nc,0.000395,9
3902348,19,3902348QC.nc,0.000387,10
3902348,3,3902348QC.nc,0.00035999999999999997,10
3902348,12,3902348QC.nc,0.000332,10
3902348,11,3902348QC.nc,0.00034199999999999996,10
3902348,6,3902348QC.nc,0.000393,10
3902533,22,3902533QC.nc,0.0008255000000000001,10
3902533,39,3902533QC.nc,0.00062,10
3902556,45,3902556QC.nc,0.000937,9
3902556,33,3902556QC.nc,0.001168,10
3902615,5,3902615QC.nc,0.00063,10
3902615,4,3902615QC.nc,0.0006395,10
3902615,6,3902615QC.nc,0.000581,10
3902660,3,3902660QC.nc,0.0004555,10
4903026,310,4903026QC.nc,0.0011665,10
4903026,319,4903026QC.nc,0.000973,10
4903026,398,4903026QC.nc,0.0010675,10
4903026,375,4903026QC.nc,0.0010739999999999999,10
4903026,402,4903026QC.nc,0.0008825,10
4903026,397,4903026QC.nc,0.0012205,10
4903026,374,4903026QC.nc,0.000743,10
4903026,351,4903026QC.nc,0.00226,10
4903026,369,4903026QC.nc,0.000663,10
4903026,328,4903026QC.nc,0.0005679999999999999,10
4903026,332,4903026QC.nc,0.0008435,10
4903026,350,4903026QC.nc,0.0011015,10
4903026,327,4903026QC.nc,0.0006305,10
4903026,331,4903026QC.nc,0.000979,10
4903026,326,4903026QC.nc,0.0006385,10
4903026,415,4903026QC.nc,0.0017705,10
4903026,373,4903026QC.nc,0.0010945,10
4903026,368,4903026QC.nc,0.001072,10
4903026,354,4903026QC.nc,0.0021805,10
4903026,349,4903026QC.nc,0.001534,10
4903026,335,4903026QC.nc,0.00129,10
4903026,348,4903026QC.nc,0.0021244999999999997,10
4903026,325,4903026QC.nc,0.0005715,10
4903026,334,4903026QC.nc,0.0011459999999999999,10
4903026,343,4903026QC.nc,0.008421999999999999,10
4903026,352,4903026QC.nc,0.0015165,10
4903026,333,4903026QC.nc,0.000864,10
4903273,120,4903273QC.nc,0.0004905,10
4903273,142,4903273QC.nc,0.0010135,10
4903273,118,4903273QC.nc,0.000429,10
4903273,112,4903273QC.nc,0.0182515,10
4903274,143,4903274QC.nc,0.0004535,10
4903274,138,4903274QC.nc,0.000416,10
4903274,119,4903274QC.nc,0.00053,10
4903274,141,4903274QC.nc,0.0004575,10
4903274,109,4903274QC.nc,0.0005135000000000001,10
