wmo,profile,lat,lon,bnw,bbp700_first3_mean,rel_dbbp
1902385,111,25.623,-60.910000000000025,0.0012012725928798,0.000463,0.6145754071604562
1902385,112,25.582,-60.61099999999999,0.0008346286485902,0.0003816666666666,0.5427108004125113
1902385,113,25.468,-60.10700000000003,0.0001560343225719,0.0004179999999999,-1.0
1902385,116,25.569,-58.250999999999976,0.0035150717012584,0.0004559999999999,0.8702729165278047
1902385,118,26.034,-58.137,0.0020301896147429,0.0004346666666666,0.7858984877520194
1902453,36,-2.189,72.368,0.0009484939510002,0.0005936666666666,0.374095463613057
1902453,62,-3.52,74.47300000000001,0.0010020685149356,0.00059,0.41121790455823515
1902453,64,-3.521,73.84199999999998,0.0007056036265566,0.0005173333333333,0.2668216065471113
1902453,68,-3.207,74.70999999999998,0.0009270827285945,0.00056,0.395954662159454
1902454,47,2.749,57.13300000000001,0.0009536797297187,0.0009713333333333,-0.018511039990130807
1902454,50,2.03,57.172,0.0011498010717332,0.0008176666666666,0.28886249389726487
1902454,51,2.735,57.293000000000006,0.000506609736476,0.0007396666666666,-0.4600324735401939
1902454,52,3.975,57.994,0.0021074309479445,0.0007743333333333,0.6325700094285165
1902454,53,2.54,57.857,0.0020854454487562,0.0006283333333333,0.6987054570484929
1902454,55,1.973,55.760999999999996,0.0013613133924081,0.001371,-0.007115633803297036
1902454,56,2.18,55.08600000000001,0.0006016819388605,0.0013319999999999,-1.0
1902455,52,2.493,70.45600000000002,0.0016387226060032,0.0005953333333333,0.6367089029269561
1902455,65,2.212,74.423,0.0031144886743277,0.000569,0.8173054843030291
1902455,69,2.979,73.668,0.0013036140007898,0.0006103333333333,0.5318143768297003
1902456,33,-26.363,56.827,0.0022681332193315,0.0005676666666666,0.749720756334625
1902456,36,-25.837,55.623999999999995,0.0010690297931432,0.0006036666666666,0.4353135239648678
1902456,38,-25.566,54.260999999999996,0.0001687195763224,0.0005896666666666,-1.0
1902456,40,-25.305,52.85499999999999,0.0025220941752195,0.0007143333333333,0.7167697620684085
1902456,41,-25.465,51.77799999999999,0.0003904394397977,0.0006533333333333,-0.6733282213288039
1902456,42,-25.887,51.49799999999999,0.0004216976522002,0.000648,-0.5366459751887912
1902456,43,-26.139,51.339,0.0016081364592537,0.0006943333333333,0.5682373039067067
1902456,44,-26.265,51.170000000000016,0.0008676188299432,0.0007233333333333,0.1663005592206267
1902456,45,-26.185,51.170000000000016,0.0030835152138024,0.0007663333333333,0.7514741195687811
1902456,47,-25.865,51.90100000000001,0.0016844664933159,0.0008033333333333,0.5230933138052957
1902456,51,-24.792,53.14099999999999,0.0007666999590583,0.0005059999999999,0.34002865916232083
1902456,54,-23.716,54.905,0.0011869042646139,0.0005163333333333,0.5649747425069171
1902456,58,-24.477,56.18099999999998,0.0018421685090288,0.000498,0.7296664243476033
1902456,59,-23.861,56.105999999999995,0.0030808958690613,0.0006793333333333,0.7795013651206971
1902456,66,-25.254,55.74199999999999,0.0008680343162268,0.0005536666666666,0.3621603935276471
1902456,68,-25.424,55.857,0.0006266622804105,0.0005426666666666,0.13403649201429202
1902457,31,5.941,66.221,0.0006761504337191,0.0006983333333333,-0.0328076394067887
1902457,51,6.037,67.638,0.0019421526230871,0.000498,0.7435834887124285
1902457,52,6.219,67.63999999999999,0.0015468437923118,0.0005426666666666,0.6491781074703283
1902457,57,5.979,67.541,0.001890497165732,0.0009166666666666,0.51511872999203
1902457,65,5.296,67.81700000000001,0.0022309459745883,0.0006033333333333,0.7295616567117277
1902457,66,5.547,67.95499999999998,0.0011808145791292,0.0007599999999999,0.3563765103913543
1902457,67,6.171,68.98000000000002,0.0007549376459792,0.0005683333333333,0.24717844399435526
1902458,50,12.927,67.83699999999999,0.0007047070539556,0.000572,0.18831520588690062
1902458,60,12.742,67.261,0.000386285217246,0.000664,-0.7189371230251906
1902458,63,12.359,67.31700000000001,0.0009144394425675,0.0010596666666666,-0.15881557305898916
1902458,64,12.396,67.261,0.0006543332710862,0.0006313333333333,0.0351501883966865
1902458,65,12.414,67.24799999999999,0.0007873317226767,0.0007786666666666,0.011005597463596849
1902458,66,12.242,67.311,0.0003919664013665,0.0007303333333333,-0.8632549391661176
1902458,67,12.039,67.24799999999999,0.0004388890229165,0.000778,-0.772657686515019
1902490,6,-29.092,1.0529999999999973,0.0020252005197107,0.000489,0.75854242814936
1902490,8,-29.715,0.15799999999998704,0.0020233991090208,0.0005393333333333,0.7334518281989835
1902490,14,-30.794,-0.6890000000000214,0.0042337267659604,0.0005033333333333,0.8811134111487421
1902490,26,-31.218,-2.4110000000000014,0.0012622198555618,0.0006003333333333,0.524382911037239
1902490,33,-32.133,-4.845000000000027,0.0014448537258431,0.000475,0.6712469978766686
1902492,31,-1.274,-2.901999999999987,2.8718220619339263e-06,0.0008653333333333,-1.0
1902492,39,-0.263,-1.4159999999999968,3.87849786420702e-06,0.0006403333333333,-1.0
1902493,7,-31.342,-0.41500000000002046,0.0002704864891711,0.000533,-0.9705235615773897
1902493,8,-31.288,-0.6669999999999732,0.0020815862808376,0.0005319999999999,0.7444256791576129
1902493,28,-31.335,-4.7309999999999945,0.0007864189101383,0.0005136666666666,0.34682818527816633
1902493,31,-30.208,-6.670000000000016,0.001954233739525,0.0005316666666666,0.7279411075996324
1902493,33,-29.728,-7.584000000000003,0.0010045183589681,0.0004293333333333,0.5725978231255661
1902493,36,-29.491,-8.586999999999989,0.0012906617484986,0.0004366666666666,0.6616722644995365
1902493,39,-29.392,-8.456999999999994,0.0029071080498397,0.000485,0.8331675356797477
1902495,15,-19.583,0.0020000000000095497,0.0048081367276608,0.000759,0.8421425922367103
1902495,21,-19.371,-0.535000000000025,0.0063908440060913,0.000741,0.8840528732521508
1902495,33,-19.209,-1.8940000000000055,0.0032031047157943,0.0004926666666666,0.846190895902562
1902495,37,-17.228,-1.8410000000000082,0.0016751046059653,0.000597,0.6436043469321301
1902495,41,-19.072,-2.629000000000019,0.0014233133988454,0.0004966666666666,0.651048976936844
1902496,11,-16.112,-2.704999999999984,0.0034745119046419,0.00057,0.8359481804513353
1902496,22,-15.91,-2.062999999999988,0.0021392202470451,0.0008376666666666,0.6084242995438797
1902496,34,-15.422,-1.7819999999999823,0.002574339043349,0.000566,0.7801377400298908
1902496,36,-15.287,-1.3980000000000246,0.0011481414549052,0.000443,0.614159041024629
1902496,40,-15.88,-1.002999999999986,0.0008328797412104,0.000524,0.370857551129187
1902497,5,-12.117,1.5360000000000014,0.000636312062852,0.0005803333333333,0.0879737047067738
1902497,6,-12.412,1.6529999999999916,0.001657917862758,0.0005253333333333,0.6831366950474911
1902497,41,-11.625,-2.1229999999999905,0.0012526027858257,0.0004689999999999,0.6255796288280318
1902499,17,-3.953,-5.314999999999998,0.0007579679368063,0.001214,-0.601650862852052
1902500,10,-23.561,-1.0400000000000205,0.0041481195949018,0.0005136666666666,0.8761687904808926
1902500,12,-23.683,-1.3050000000000068,0.0052429144270718,0.000496,0.9053961290234106
1902500,14,-23.828,-1.440999999999974,0.0017843923997133,0.0005233333333333,0.7067162282144979
1902500,33,-21.431,-2.180999999999983,0.001209961483255,0.000485,0.5991607941971274
1902500,35,-20.931,-2.4499999999999886,0.003158462466672,0.000642,0.7967365429305036
1902500,36,-20.996,-2.019999999999982,0.0013800981687381,0.0006059999999999,0.560900801314736
1902500,37,-21.117,-1.3410000000000082,0.0009530527167953,0.000687,0.2791584474885283
1902500,39,-20.964,0.2050000000000125,0.002835321938619,0.0006516666666666,0.7701613147380338
1902500,41,-21.325,1.1999999999999886,0.0010489812120795,0.0006063333333333,0.4219788435187462
1902501,29,-5.771,-91.09300000000002,0.002806975506246,0.0012696666666666,0.5476744760182714
1902644,16,-19.268,-73.40699999999998,0.0062125055119395,0.0016909999999999,0.7278070825450291
1902644,17,-19.081,-73.20800000000003,0.0034631944727152,0.0008493333333333,0.7547543633414819
1902644,19,-18.961,-72.86900000000003,0.003426288254559,0.0009623333333333,0.7191324074812373
1902644,23,-19.506,-72.04000000000002,0.0029914735350757,0.0007826666666666,0.7383675110310497
1902644,32,-18.245,-71.714,0.0022189526353031,0.001365,0.3848449136393817
1902644,34,-18.38,-72.094,0.0035113166086375,0.002979,0.15160028786012997
1902644,36,-19.089,-72.827,0.0032603819854557,0.001,0.6932874723081777
1902644,38,-19.443,-72.40100000000001,0.0014315539738163,0.000944,0.3405767318130221
1902644,40,-19.264,-71.697,0.0016968309646472,0.001548,0.08771113195600168
1902652,0,12.467,-111.892,0.0005370875587686,0.0007959999999999,-0.48206747113062515
1902652,1,11.773,-111.519,0.0011896936921402,0.0006103333333333,0.48698279450793713
1902652,3,11.763,-111.891,0.001860570628196,0.0005613333333333,0.6983004435163174
1902722,0,-22.123,-34.65499999999997,0.0012552564730867,0.000562,0.5522827310198759
1902722,2,-22.209,-34.47500000000002,0.001141304266639,0.0005676666666666,0.5026158376343337
1902742,1,28.721,-74.447,0.0022454040590673,0.000922,0.5893834803242575
1902742,2,28.784,-74.40499999999997,0.0023060489911586,0.000853,0.6301032617822062
1902742,3,28.796,-74.67500000000001,0.0017355899326503,0.000821,0.5269619945615222
1902742,5,28.726,-75.76400000000001,0.0005552026559598,0.00082,-0.47693817959576346
1902742,7,28.266,-75.822,0.0007180795655585,0.0006166666666666,0.14122794152069232
2903439,0,-35.654,-108.048,0.0003125314833596,0.0010136666666666,-1.0
2903439,15,-34.917,-109.831,0.0017495355568826,0.000687,0.607324356857241
2903440,8,-37.658,-99.29000000000002,0.0016906559467315,0.000713,0.5782701966189965
2903440,9,-37.685,-99.46499999999996,0.0057056886143982,0.0008259999999999,0.8552321979304122
2903441,13,-39.538,-88.68299999999999,0.0021269153803586,0.0008866666666666,0.5831208543345495
2903442,5,-40.541,-78.88600000000002,0.0073950937949121,0.0035963333333333,0.5136865828790956
2903442,6,-40.541,-78.69999999999999,0.0042179976589977,0.0035746666666666,0.1525204716410325
2903442,8,-40.549,-78.01400000000001,0.0151074733585119,0.0029983333333333,0.8015331046972213
2903442,10,-40.275,-78.017,0.0035566168371587,0.0012276666666666,0.654821780676449
2903442,12,-39.957,-78.54899999999998,0.0019638075027614,0.0011306666666666,0.4242477100852718
2903442,15,-40.015,-79.33800000000002,0.0047231554053723,0.001542,0.6735233402978718
2903442,16,-40.122,-79.582,0.0021895237732678,0.0013953333333333,0.36272291245744004
2903451,41,-0.141,148.291,0.0013943429803475,0.0004483333333333,0.6784626597241048
2903451,56,0.082,149.86900000000003,0.0001633609936106,0.0003813333333333,-1.0
2903451,57,0.419,148.914,0.0019369267392903,0.0003726666666666,0.807598987041117
2903451,60,1.342,146.224,0.0008979454287327,0.0005796666666666,0.35445223271006265
2903451,75,0.909,141.28999999999996,0.0055310958996415,0.000479,0.9133987172359375
2903459,36,-9.778,-93.35000000000002,0.0033256886526942,0.0007409999999999,0.7771890043285914
2903459,38,-10.038,-93.54500000000002,0.0037613860331475,0.0006733333333333,0.8209879742734463
2903459,41,-9.63,-93.226,0.0050466083921492,0.0009623333333333,0.8093108760270833
2903459,53,-9.652,-94.14100000000002,0.0033842492848634,0.0009346666666666,0.7238186114577766
2903459,54,-9.806,-93.856,0.0013810478849336,0.000809,0.4142129256880211
2903459,60,-9.674,-93.01799999999996,0.002256765961647,0.0018529999999999,0.17891352869946214
2903459,64,-10.461,-91.92700000000002,0.0015886120963841,0.0006523333333333,0.5893690254417043
2903459,69,-10.066,-91.74,0.003773168195039,0.0007063333333333,0.8128009945960017
2903461,30,-2.993,-98.68099999999998,0.0013501159846782,0.0008336666666666,0.38252218614735944
2903461,32,-3.137,-99.05200000000002,0.0034165962133556,0.001067,0.6877008773149553
2903461,37,-3.058,-100.29500000000002,0.0006046753842383,0.000727,-0.2022979915344006
2903461,39,-3.08,-101.16500000000002,0.0020190139766782,0.0006833333333333,0.6615509643684785
2903461,51,-2.734,-104.349,0.0012641767971217,0.0011279999999999,0.10771974096649277
2903461,52,-2.353,-104.369,0.0026172501966357,0.0012126666666666,0.5366638358742309
2903461,56,-2.401,-103.959,0.0020741363987326,0.000893,0.5694593660543891
2903461,57,-2.532,-104.239,0.0046266638673841,0.00107,0.7687318485479313
2903461,58,-2.771,-104.281,0.0016727778129279,0.0012166666666666,0.27266690336055954
2903461,65,-3.577,-108.831,0.0034509361721575,0.0006133333333333,0.822270449890747
2903462,31,0.81,-97.64800000000002,0.0017628596397116,0.0011826666666666,0.32912034513418115
2903462,32,0.868,-98.29399999999998,0.0011257912265136,0.0014796666666666,-0.3143348711722484
2903462,36,0.375,-102.41199999999998,0.0011304739164188,0.0011156666666666,0.013098267493961722
2903462,37,0.656,-103.303,0.0030511610675603,0.0013676666666666,0.551755336285743
2903462,38,0.913,-104.103,0.000803769158665,0.0008036666666666,0.00012751422133469226
2903462,43,-0.443,-106.701,0.0026204534806311,0.001773,0.32339955160242057
2903462,54,1.336,-104.207,0.0033641178160905,0.0009106666666666,0.7293000077729437
2903462,55,1.875,-104.138,0.0018692216835916,0.0010303333333333,0.44879018771407847
2903462,57,1.945,-102.959,0.0031709556933492,0.0013026666666666,0.5891879948373834
2903462,58,1.536,-102.634,0.0029393963050097,0.000864,0.706062092230483
2903462,60,0.663,-102.25,0.0029697404243052,0.001067,0.6407093390158384
2903462,61,1.266,-102.356,0.0028774496167898,0.000972,0.6622008620660393
2903462,66,0.872,-102.08499999999998,0.0024571483954787,0.0006176666666666,0.7486245976013726
2903463,31,4.121,-97.753,0.0021555877756327,0.0007183333333333,0.6667575584471583
2903463,33,4.41,-97.05599999999998,0.0030655968002974,0.0007653333333333,0.7503476865388646
2903463,37,3.505,-97.37900000000002,0.0008935550577007,0.0007016666666666,0.21474713771736476
2903463,49,2.024,-102.168,0.0003470678057055,0.0008103333333333,-1.0
2903463,53,2.841,-103.046,0.0024878131225705,0.0007983333333333,0.6791023706360899
2903463,60,2.582,-102.43400000000004,0.0062010018154978,0.0009703333333333,0.8435199082012519
2903463,61,3.087,-102.365,0.0041393614374101,0.0008166666666666,0.8027070892418688
2903463,62,2.843,-102.26100000000002,0.0015288211870938,0.000575,0.6238932290747217
2903463,65,3.147,-101.92399999999998,0.0018843351863324,0.0008466666666666,0.5506814961543437
2903463,66,3.345,-102.14999999999998,0.0012341439723968,0.0008313333333333,0.3263886937609164
2903464,48,3.074,82.007,0.0012452123919501,0.0007043333333333,0.43436690970424824
2903464,53,3.614,80.89499999999998,0.0025371769443154,0.0005066666666666,0.8003029832815571
2903464,61,3.496,83.35300000000001,0.0034237254876643,0.0005263333333333,0.8462688275594286
2903464,65,2.118,82.209,0.0010620185639709,0.0005096666666666,0.5200962733071723
2903465,36,-4.781,86.53800000000001,0.0026102135889232,0.0006226666666666,0.7614499176201628
2903465,62,-4.926,89.68799999999999,0.0014176900731399,0.0007386666666666,0.4789646336236234
2903465,65,-5.087,91.08499999999998,0.0012409043265506,0.0005656666666666,0.5441496539551843
2903465,68,-5.615,93.918,0.0014649088261649,0.0005533333333333,0.6222745583546555
2903465,69,-5.836,94.52800000000002,2.2407616597774904e-06,0.0004886666666666,-1.0
2903466,48,1.248,66.457,0.002377521013841,0.0008903333333333,0.625520309536645
2903466,49,1.412,65.92700000000002,0.0018754042685031,0.00059,0.6854011639469484
2903466,50,1.091,65.011,0.0012091527460142,0.0008496666666666,0.2973041086269661
2903466,63,-1.157,74.559,0.0022945310920476,0.0005909999999999,0.7424310343633209
2903467,46,-8.225,86.52300000000002,4.3582849684753455e-06,0.000578,-1.0
2903467,52,-8.777,86.005,0.0012845550663769,0.0006493333333333,0.49450720305455576
2903467,57,-9.405,89.05599999999998,0.0016811462119221,0.000496,0.7049631992253013
2903467,60,-10.078,90.54500000000002,0.0017446221318095,0.0008286666666666,0.5250165342066838
2903467,64,-9.934,91.90699999999998,0.001187921850942,0.0006846666666666,0.4236433431006661
2903468,26,-17.927,101.99400000000003,0.0013787691714242,0.0006026666666666,0.5628951682723836
2903468,29,-18.909,100.72800000000001,0.002734747948125,0.0005946666666666,0.7825515630885415
2903468,31,-19.374,100.86900000000003,0.0006254689651541,0.0005313333333333,0.1505040810419863
2903468,33,-18.816,100.96100000000001,0.000681807519868,0.0005006666666666,0.26567740589964356
2903468,38,-18.206,98.678,0.005680582486093,0.0005806666666666,0.8977804357056398
2903468,39,-18.227,98.09800000000001,0.0006015247199684,0.000505,0.16046675517087763
2903468,40,-18.355,97.548,0.0015679313801229,0.0005149999999999,0.6715417482367547
2903468,46,-18.704,96.73000000000002,0.000853138975799,0.0005116666666666,0.40025402521622816
2903468,48,-18.241,96.24200000000002,0.0040996158495545,0.0005836666666666,0.8576289369331943
2903468,53,-18.181,95.97399999999999,0.0024101433809846,0.0004966666666666,0.7939265063708782
2903468,57,-18.541,97.572,0.0010507286060601,0.0004363333333333,0.5847326028655373
2903468,60,-19.239,97.02699999999999,0.0005950984777882,0.0004489999999999,0.24550302721543435
2903472,32,-41.079,34.997000000000014,0.000894628057722,0.001118,-0.2496813512050742
2903829,7,8.897,87.493,0.0013797527644783,0.0006686666666666,0.5153721131195339
2903831,9,16.614,89.45600000000002,0.0010871558915823,0.0004376666666666,0.597420507900115
2903832,0,-29.9,-90.00400000000002,0.0015930607914924,0.0004216666666666,0.7353103730137146
2903832,1,-29.9,-90.007,0.0015930607914924,0.000423,0.7344734097662852
2903832,2,-29.902,-90.00999999999999,0.0015930607914924,0.0004123333333333,0.7411691157454068
2903832,3,-29.905,-90.01299999999998,0.0003852297668345,0.0004036666666666,-0.0478594891137288
2903832,4,-29.909,-90.01400000000001,0.0003852297668345,0.0004209999999999,-0.09285428137947456
2903832,5,-29.912,-90.01499999999999,0.0003852297668345,0.0004133333333333,-0.07295273864668321
2903832,6,-29.915,-90.01499999999999,0.0007584645063616,0.0004176666666666,0.4493260222944747
2903832,7,-29.917,-90.01499999999999,0.0007584645063616,0.0004053333333333,0.4655869458180602
2903832,8,-29.919,-90.01499999999999,0.0007584645063616,0.0004143333333333,0.45372086649000626
2903832,9,-29.919,-90.01499999999999,0.0007584645063616,0.0004233333333333,0.44185478716195237
2903832,10,-29.919,-90.01600000000002,0.0007584645063616,0.000418,0.4488865378748292
2903832,11,-29.919,-90.01799999999997,0.0007584645063616,0.0005179999999999,0.3170412120076953
2903832,12,-29.919,-90.02100000000002,0.0007584645063616,0.0002323333333333,0.6936793595684299
2903832,13,-29.92,-90.024,0.0007584645063616,-0.0001066666666666,1.0
2903832,14,-29.922,-90.02699999999999,0.0007584645063616,0.0003493333333333,0.539420328303729
2903832,16,-29.938,-90.03300000000002,0.0007884545484557,0.0004066666666666,0.48422306972150225
2903832,17,-29.937,-90.03500000000003,0.0007884545484557,0.000415,0.47365387033046313
2903832,25,-29.726,-90.077,0.0010147161083295,0.0003719999999999,0.633394998910273
2903832,26,-29.398,-90.04899999999998,0.0007193121127784,0.0003736666666666,0.48052220999965795
2903832,27,-29.114,-89.99200000000002,0.0040279752574861,0.0003576666666666,0.9112043536012624
2903832,28,-28.917,-89.79000000000002,0.0002733866858761,0.0003493333333333,-0.2777993639808025
2903832,32,-29.998,-89.87799999999999,0.0008851618040353,0.000311,0.648651807407183
2903833,11,-30.296,-106.313,0.001354708103463,0.000327,0.75861958811341
2903833,12,-30.143,-106.422,0.0009395474917255,0.000334,0.6445097209651409
2903833,16,-30.425,-106.378,0.0014115092344582,0.0002679999999999,0.8101323084132919
2903833,17,-30.6,-106.283,0.0011405394179746,0.0002896666666666,0.7460266062693407
2903856,28,1.387,-168.199,0.0015249887946993,0.000776,0.4911438020415009
2903856,30,1.09,-170.164,0.0035465192049741,0.0010813333333333,0.6951001049658219
2903856,32,0.887,-172.214,0.002349164802581,0.0007983333333333,0.6601629087681798
2903856,34,1.342,-174.341,0.0016751911025494,0.000893,0.466926490571146
2903856,40,1.277,-178.81,0.0009983248310163,0.0007143333333333,0.284468029703213
2903856,55,0.774,178.73900000000003,0.0009946513455361,0.0004753333333333,0.5221106014016363
2903856,56,0.324,179.15800000000002,0.000770928163547,0.000853,-0.10645847477590108
2903858,39,-16.968,-79.67000000000002,0.0014247886138036,0.002044,-0.4345987750023914
2903858,40,-17.045,-79.76600000000002,0.0032097497023642,0.0013156666666666,0.5901030333619093
2903858,41,-16.935,-79.96600000000001,0.0012510180240496,0.0013276666666666,-0.061269015428638746
2903858,44,-16.523,-80.75,0.0032307195942848,0.000977,0.6975905919757536
2903863,52,19.087,-156.475,0.0015954055124893,0.000504,0.6840928553558697
2903863,66,19.496,-158.688,0.0004074841854162,0.0005033333333333,-0.23522176159843045
2903863,74,18.641,-159.144,0.0021194673608988,0.0005836666666666,0.7246163458638565
2903863,75,18.644,-159.305,0.0009612450376152,0.00063,0.34459999755837706
2903863,78,18.737,-159.667,0.0011739553883671,0.000602,0.48720368255445795
2903863,79,18.675,-159.808,0.0016160191735252,0.0005983333333333,0.6297486173829918
2903863,80,18.595,-159.987,0.0008788328850641,0.0005843333333333,0.33510301757690814
2903863,84,18.155,-161.002,0.0006492151878774,0.0004493333333333,0.30788228352699354
2903863,85,18.062,-161.276,0.0007004428189247,0.000463,0.33898958274597707
2903863,86,17.977,-161.552,0.0009880498982965,0.0005729999999999,0.4200697748283654
2903863,87,17.886,-161.82,0.000566600007005,0.00055,0.02929757642035022
2903863,103,18.387,-164.838,0.001464202068746,0.000915,0.37508625378214233
2903863,105,18.177,-165.024,0.0008799857459962,0.0004853333333333,0.4484759150457924
2903863,108,17.927,-165.033,0.0006467758794315,0.00049,0.24239598973496373
2903863,109,17.841,-164.987,0.0014526775339618,0.0004583333333333,0.6844906576869024
2903863,110,17.8,-165.004,0.0013652109773829,0.000466,0.6586608167381435
2903863,111,17.8,-165.096,0.0006348392926156,0.000459,0.276982371225204
2903863,112,17.916,-165.235,0.0009806219022721,0.0004836666666666,0.5067755823667157
2903863,113,18.04,-165.402,0.001147212809883,0.00046,0.5990281872402439
2903863,114,18.142,-165.479,0.0032497725915163,0.0005253333333333,0.8383476632473577
2903863,116,18.127,-165.424,0.0008934226352721,0.000649,0.27358007914995225
2903863,117,17.943,-165.286,2.7922533263335936e-06,0.0004766666666666,-1.0
2903863,118,17.657,-165.101,0.0007699545240029,0.000464,0.39736700605677283
